,d,#d-MPs,rel_Lp,rel_K2,tim_Lp,tim_K2,tim_Kd,n_LU
0,1,88,"(0.9997290895849724, 0.9997290895849898)",0.9997290895849849,1.3869693279266357,0.5091326236724854,0.23771166801452637,192.0
1,2,2573,"(0.995625302843889, 0.9956253028440596)",0.9956253028440305,60.44732594490051,13.879703521728516,7.219453811645508,6750.0
2,3,40140,"(0.9701349537260204, 0.9701349537307327)",0.970134953728641,2458.8193683624268,1119.8962421417236,117.48416018486023,110007.0
