,d,p,n_LU,tim_Kd,Nc,rel_Lp,rel_K,tim_Lp,tim_K
0,2,137,294.0,0.34888362884521484,4,"(0.794446783761272, 0.794446783761268)",0.7944467837612719,0.6492352485656738,0.6053483486175537
1,2,137,294.0,0.34888362884521484,8,"(0.7944467837612705, 0.7944467837612705)",0.7944467837612719,0.6497046947479248,0.6399264335632324
2,2,137,294.0,0.34888362884521484,12,"(0.7944467837612705, 0.7944467837612705)",0.7944467837612719,0.6588728427886963,0.7049212455749512
3,2,137,294.0,0.34888362884521484,16,"(0.7944467837612705, 0.7944467837612705)",0.7944467837612719,0.6361916065216064,0.7820663452148438
4,2,137,294.0,0.34888362884521484,20,"(0.7944467837612705, 0.7944467837612705)",0.7944467837612719,0.6642398834228516,0.8446879386901855
5,2,137,294.0,0.34888362884521484,24,"(0.7944467837612705, 0.7944467837612705)",0.7944467837612719,0.6554532051086426,0.9892284870147705
6,2,137,294.0,0.34888362884521484,28,"(0.7944467837612705, 0.7944467837612705)",0.7944467837612719,0.684805154800415,1.0270001888275146
7,3,737,1612.0,1.809828281402588,4,"(0.5814512421059083, 0.5814512421059077)",0.5814512421059228,3.3309826850891113,3.030479669570923
8,3,737,1612.0,1.809828281402588,8,"(0.5814512421059194, 0.5814512421059224)",0.5814512421059228,2.5799717903137207,2.110257863998413
9,3,737,1612.0,1.809828281402588,12,"(0.5814512421059238, 0.5814512421059229)",0.5814512421059228,2.50913667678833,1.8768587112426758
10,3,737,1612.0,1.809828281402588,16,"(0.5814512421059238, 0.5814512421059229)",0.5814512421059228,2.449314832687378,2.0900869369506836
11,3,737,1612.0,1.809828281402588,20,"(0.5814512421059238, 0.5814512421059229)",0.5814512421059228,2.465998888015747,1.9185829162597656
12,3,737,1612.0,1.809828281402588,24,"(0.5814512421059238, 0.5814512421059229)",0.5814512421059228,2.4913480281829834,1.9523687362670898
13,3,737,1612.0,1.809828281402588,28,"(0.5814512421059238, 0.5814512421059229)",0.5814512421059228,2.4489803314208984,2.1448843479156494
14,4,3047,6494.0,7.353909254074097,4,"(0.3181632048046839, 0.3181632048047201)",0.3181632048047019,21.674182653427124,31.335785627365112
15,4,3047,6494.0,7.353909254074097,8,"(0.3181632048046961, 0.31816320480470545)",0.3181632048047019,16.424060583114624,20.379392385482788
16,4,3047,6494.0,7.353909254074097,12,"(0.31816320480469806, 0.3181632048047038)",0.3181632048047019,15.946731328964233,17.884440660476685
17,4,3047,6494.0,7.353909254074097,16,"(0.3181632048046982, 0.3181632048047035)",0.3181632048047019,15.93533444404602,14.046608686447144
18,4,3047,6494.0,7.353909254074097,20,"(0.3181632048046982, 0.3181632048047035)",0.3181632048047019,15.732745170593262,15.65587306022644
19,4,3047,6494.0,7.353909254074097,24,"(0.3181632048046982, 0.3181632048047035)",0.3181632048047019,15.729044914245605,13.261890888214111
20,4,3047,6494.0,7.353909254074097,28,"(0.3181632048046982, 0.3181632048047035)",0.3181632048047019,15.753035545349121,13.886739015579224
21,5,10439,21394.0,24.373772859573364,4,"(0.15969809692107753, 0.15969809692109338)",0.15969809692108125,153.2160289287567,247.97164940834045
22,5,10439,21394.0,24.373772859573364,8,"(0.15969809692107795, 0.15969809692108133)",0.15969809692108125,109.3211760520935,184.3999638557434
23,5,10439,21394.0,24.373772859573364,12,"(0.15969809692108233, 0.15969809692108056)",0.15969809692108125,103.2227885723114,144.54704308509827
24,5,10439,21394.0,24.373772859573364,16,"(0.159698096921083, 0.15969809692107934)",0.15969809692108125,100.75508213043213,125.38692021369934
25,5,10439,21394.0,24.373772859573364,20,"(0.159698096921083, 0.15969809692107934)",0.15969809692108125,99.9872624874115,121.4462218284607
26,5,10439,21394.0,24.373772859573364,24,"(0.159698096921083, 0.15969809692107934)",0.15969809692108125,101.02287125587463,121.47795391082764
27,5,10439,21394.0,24.373772859573364,28,"(0.159698096921083, 0.15969809692107934)",0.15969809692108125,100.89390397071838,88.98409271240234
