,d,#d-MPs,rel_Lp,rel_K2,tim_Lp,tim_K2,tim_Kd,n_LU
0,1,88,"(0.9997290895849724, 0.9997290895849879)",0.9997290895849849,1.6686632633209229,1.24314284324646,0.2218642234802246,192.0
1,2,2573,"(0.9956253028438914, 0.9956253028440575)",0.9956253028440305,70.09311866760254,36.71124768257141,7.033034801483154,6750.0
2,3,40140,"(0.9701349537260664, 0.9701349537307012)",0.970134953728641,2409.890786886215,2686.795723438263,113.55585956573486,110007.0
