,d,#d-MPs,rel_Lp,rel_K2,tim_Lp,tim_K2,tim_Kd,n_LU
0,1,88,"(0.9997290895849724, 0.9997290895849879)",0.9997290895849849,2.3060266971588135,0.6567554473876953,0.4357759952545166,192.0
1,2,2573,"(0.9956253028438914, 0.9956253028440575)",0.9956253028440305,101.37187194824219,34.56131148338318,13.459639072418213,6750.0
2,3,40140,"(0.9701349537260664, 0.9701349537307012)",0.970134953728641,4015.9574024677277,2784.2428925037384,218.82386755943298,110007.0
