,d,#d-MPs,rel_Lp,rel_K2,tim_Lp,tim_K2,tim_Kd,n_LU
0,3,150,"(0.8719978037499847, 0.8719978037499847)",0.8719978037499839,0.12729835510253906,0.4033167362213135,0.8317220211029053,197.0
1,5,686,"(0.6622214489093614, 0.662221448909361)",0.662221448909361,1.0088789463043213,1.2753639221191406,3.297473669052124,975.0
2,7,2052,"(0.4081378589988989, 0.408137858998897)",0.4081378589988983,7.077728509902954,6.773190021514893,10.119080305099487,3038.0
3,9,4840,"(0.18905888356273537, 0.18905888356273437)",0.18905888356273687,38.43560004234314,31.3968825340271,24.28880023956299,7350.0
